# in Mpc/h Units 
# D1 = 0.258436 
# k P N P(z=0)
27.7657 0.0273939 5328 0.410155
27.902 0.0269421 5304 0.403391
28.0352 0.0270213 5040 0.404576
28.1565 0.0275581 4920 0.412613
28.2918 0.026274 5750 0.393387
28.4302 0.0272038 5388 0.407308
28.5589 0.0269312 5784 0.403227
28.6971 0.0263453 5400 0.394455
28.8304 0.0261709 5640 0.391844
28.9695 0.0262151 5934 0.392505
29.1035 0.0262597 6120 0.393173
29.2425 0.0264531 5544 0.396069
29.3779 0.0263256 6164 0.394159
29.5153 0.0258718 5838 0.387366
29.6461 0.0249947 6144 0.374233
29.7907 0.02477 6288 0.370869
29.9258 0.0252426 6576 0.377944
30.0748 0.0242809 6504 0.363546
30.2188 0.0247258 6594 0.370207
30.361 0.0239878 7008 0.359158
30.5003 0.0241251 6200 0.361213
30.6412 0.0238673 6768 0.357353
30.7876 0.0240534 7182 0.360139
30.9298 0.0238292 6864 0.356783
31.0761 0.0237616 7308 0.355771
31.2204 0.0231413 6744 0.346483
31.3652 0.0234454 7686 0.351036
31.5175 0.0228912 7280 0.342738
31.662 0.0231302 7920 0.346317
31.8151 0.0229755 7560 0.344001
31.9599 0.0222016 6948 0.332413
32.1058 0.022485 8430 0.336657
32.2645 0.0222045 8328 0.332457
32.4166 0.0223893 7824 0.335224
32.568 0.021238 8160 0.317987
32.7167 0.0208582 8030 0.312299
32.8774 0.0212766 9372 0.318564
33.0313 0.0210721 7968 0.315501
33.1826 0.020774 8568 0.311038
33.3427 0.0203427 8934 0.30458
33.4947 0.0209811 8952 0.314139
33.6524 0.0208356 8880 0.31196
33.8146 0.0203494 9548 0.304681
33.9739 0.0200558 9126 0.300285
34.1313 0.0197261 9384 0.295348
34.2874 0.0193835 9288 0.29022
34.4468 0.0197908 9792 0.296318
34.6116 0.0187302 9570 0.280438
34.771 0.0189315 10376 0.283452
34.9362 0.0189201 10152 0.283281
35.1033 0.0184816 9960 0.276716
35.2646 0.0189481 10782 0.2837
35.4377 0.0185636 10992 0.277943
35.6063 0.0182638 10452 0.273454
35.7696 0.0185744 10806 0.278105
35.9426 0.0182163 11312 0.272743
36.1079 0.0178162 11112 0.266753
36.2754 0.0178616 10848 0.267432
36.4449 0.0179031 11394 0.268055
36.6133 0.0174615 11952 0.261442
36.7846 0.0176118 11352 0.263693
36.9601 0.0174709 12584 0.261584
37.1397 0.0171282 12390 0.256452
37.3143 0.016811 12252 0.251703
37.4848 0.0166101 12240 0.248694
