# in Mpc/h Units 
# D1 = 0.215728 
# k P N P(z=0)
11.6336 0.0536359 1590 1.15251
11.6676 0.0556599 2040 1.196
11.6971 0.0523215 1728 1.12426
11.728 0.0595987 1464 1.28063
11.7556 0.0540312 1608 1.161
11.7865 0.0572746 1656 1.23069
11.8171 0.055428 1776 1.19102
11.8458 0.0545697 1800 1.17257
11.8722 0.0551992 1560 1.1861
11.9022 0.0532312 1512 1.14381
11.9368 0.0588983 1782 1.26558
11.9681 0.0528551 2264 1.13573
12.001 0.0537831 1692 1.15567
12.0348 0.0554199 2256 1.19084
12.0649 0.0569165 1368 1.223
12.0929 0.0559635 2160 1.20252
12.1244 0.0558115 1368 1.19926
12.1502 0.0519839 1944 1.11701
12.1851 0.0539656 1728 1.15959
12.2173 0.0554854 2016 1.19225
12.2459 0.0527915 1662 1.13436
12.279 0.0535607 2592 1.15089
12.3152 0.0559953 1680 1.20321
12.3441 0.0564304 1992 1.21255
12.3741 0.0537468 1920 1.15489
12.4055 0.0515665 1968 1.10804
12.4398 0.0526255 2004 1.1308
12.4691 0.0534414 1920 1.14833
12.5021 0.049754 1952 1.0691
12.5336 0.0526759 2304 1.13188
12.5696 0.0533764 2118 1.14693
12.6001 0.0512613 1848 1.10148
12.6298 0.0514934 2064 1.10647
12.6656 0.0532801 2352 1.14486
12.6997 0.0490258 2184 1.05345
12.7271 0.0530607 1896 1.14015
12.7606 0.0491039 2472 1.05512
12.7965 0.0470416 1944 1.01081
12.8269 0.0509297 2088 1.09436
12.8578 0.0493112 1968 1.05958
12.8928 0.0500375 2250 1.07519
12.9243 0.048106 2472 1.03368
12.9622 0.0507476 2832 1.09045
12.9935 0.0492781 1776 1.05887
13.0248 0.0488981 2496 1.0507
13.0599 0.0487369 1856 1.04724
13.0924 0.0489818 2472 1.0525
13.1278 0.0479201 2928 1.02969
13.1613 0.0493189 1752 1.05975
13.1941 0.0482052 2166 1.03581
13.2228 0.0487446 2448 1.04741
13.2609 0.0473518 3048 1.01748
13.2985 0.0473309 2352 1.01703
13.3341 0.0479332 2340 1.02997
13.3669 0.048206 2856 1.03583
13.3981 0.0474863 1872 1.02037
13.4328 0.0467472 2856 1.00449
13.4672 0.0494502 2208 1.06257
13.5027 0.0461051 2622 0.990689
13.5372 0.0466915 2712 1.00329
13.5706 0.0482713 2520 1.03724
13.6106 0.0454709 3080 0.977061
13.6462 0.0466905 2832 1.00327
13.6782 0.0464786 2232 0.998714
13.7154 0.047968 3000 1.03072
13.7476 0.0449718 1872 0.966336
13.782 0.0466771 2916 1.00298
13.8177 0.0461947 2910 0.992614
13.8563 0.047284 3144 1.01602
13.8883 0.045692 2376 0.981812
13.9269 0.0461587 3096 0.991841
13.9621 0.0450471 2880 0.967954
14.0013 0.0450337 2904 0.967667
14.0349 0.0450434 2520 0.967876
14.0695 0.0441294 3360 0.948235
14.1111 0.045352 2712 0.974505
14.1423 0.0467832 2798 1.00526
14.181 0.0432715 3048 0.929801
14.2158 0.0440615 2724 0.946776
14.2491 0.0416896 3264 0.89581
14.2875 0.0436708 3048 0.938381
14.3254 0.0429727 3024 0.923382
14.3617 0.0413773 3120 0.8891
14.4019 0.0427247 3456 0.918051
14.4372 0.042081 2334 0.904221
14.472 0.0450966 3264 0.969019
14.5088 0.0437983 3456 0.941121
14.5462 0.0437665 3312 0.940437
14.5799 0.0418211 2616 0.898635
14.6203 0.0423677 3792 0.910381
14.6599 0.0409175 3180 0.87922
14.6973 0.0416256 3248 0.894436
14.7343 0.0418536 3312 0.899335
14.7747 0.0411963 3606 0.885211
14.8116 0.0425521 3456 0.914343
14.8465 0.0421212 2688 0.905084
14.8883 0.041249 4152 0.886343
14.9273 0.0411867 3600 0.885004
14.9656 0.0389443 3432 0.83682
15.0056 0.0395939 3624 0.850778
15.0456 0.0400862 3384 0.861356
15.0848 0.0408097 3582 0.876903
15.1203 0.0402435 3276 0.864737
15.1572 0.0404185 3696 0.868498
15.1966 0.0400102 3888 0.859724
15.2357 0.0411885 3608 0.885043
15.2769 0.0390652 3768 0.839418
15.3164 0.0397387 3720 0.85389
15.3575 0.0396221 3984 0.851383
15.3971 0.0394909 3438 0.848565
15.4322 0.0389364 3696 0.83665
15.4717 0.0391025 4104 0.840219
15.5131 0.0384991 3792 0.827255
15.552 0.0382857 3828 0.822668
15.5926 0.038021 4008 0.816981
15.6329 0.0376133 4032 0.808219
15.6696 0.0388466 3768 0.834722
15.714 0.0370912 4206 0.797001
15.7514 0.0385646 3456 0.828661
15.7915 0.0375641 4568 0.807164
