# in Mpc/h Units 
# D1 = 0.215728 
# k P N P(z=0)
27.9112 0.0166403 40782 0.35756
28.0415 0.0163817 42204 0.352003
28.1725 0.0162335 41544 0.34882
28.3057 0.016105 44510 0.346058
28.4397 0.0160773 42948 0.345462
28.5725 0.0159677 44478 0.343107
28.7083 0.0157266 46032 0.337926
28.8439 0.0159655 44402 0.343061
28.977 0.0156103 46320 0.335429
29.1132 0.0155944 46848 0.335086
29.2508 0.0153461 47814 0.329751
29.3881 0.0151827 48260 0.326241
29.5284 0.0152181 49758 0.327
29.6664 0.0149987 49032 0.322287
29.8052 0.0148561 49770 0.319221
29.9443 0.0149073 51056 0.320323
30.0844 0.0146709 51504 0.315243
30.2265 0.014573 52866 0.31314
30.3681 0.0145798 52848 0.313286
30.5114 0.0143846 54542 0.30909
30.6547 0.0145051 54276 0.311679
30.7979 0.0140772 55062 0.302485
30.9419 0.0141205 56568 0.303415
31.0885 0.0139346 57266 0.29942
31.2344 0.0138369 58056 0.297323
31.3808 0.0136349 57750 0.292982
31.5277 0.0137257 60380 0.294932
31.6771 0.0135102 60390 0.290303
31.826 0.0133319 61608 0.28647
31.9756 0.0132968 61362 0.285716
32.1255 0.013043 63752 0.280263
32.277 0.013029 63528 0.279962
32.4277 0.0130244 64050 0.279863
32.5774 0.0130053 64784 0.279453
32.7324 0.0128351 68814 0.275797
32.8871 0.0127141 66156 0.273195
33.0405 0.0125996 68718 0.270735
33.1949 0.012622 69104 0.271217
33.3524 0.0124159 71682 0.266787
33.5091 0.012346 70512 0.265285
33.6653 0.0122053 72278 0.262263
33.8241 0.0121176 74532 0.260378
33.9843 0.0118951 74454 0.255597
34.1435 0.0118736 75540 0.255135
34.3039 0.0118807 76526 0.255287
34.4657 0.0117907 78648 0.253353
34.6274 0.0116177 77370 0.249637
34.7862 0.0113692 78272 0.244297
34.9499 0.0114663 82710 0.246384
35.1157 0.0112747 82146 0.242267
35.2805 0.0111903 83712 0.240453
35.4469 0.0111229 84710 0.239005
35.6137 0.0111313 86172 0.239185
35.7812 0.0109438 86406 0.235156
35.9482 0.0109193 88244 0.23463
36.1176 0.010776 89670 0.23155
36.2871 0.0107982 90792 0.232027
36.4592 0.0107147 93194 0.230233
