# in Mpc/h Units 
# D1 = 0.321902 
# k P N P(z=0)
12.3152 0.252729 1680 2.43898
12.3441 0.269052 1992 2.5965
12.3741 0.28342 1920 2.73516
12.4055 0.27097 1968 2.61501
12.4398 0.267219 2004 2.57881
12.4691 0.267587 1920 2.58236
12.5021 0.254385 1952 2.45495
12.5336 0.267485 2304 2.58138
12.5696 0.282821 2118 2.72938
12.6001 0.252073 1848 2.43264
12.6298 0.26455 2064 2.55305
12.6656 0.246667 2352 2.38047
12.6997 0.261814 2184 2.52665
12.7271 0.256019 1896 2.47073
12.7606 0.250082 2472 2.41343
12.7965 0.251872 1944 2.4307
12.8269 0.25112 2088 2.42345
12.8578 0.259688 1968 2.50614
12.8928 0.248315 2250 2.39637
12.9243 0.248619 2472 2.39931
12.9622 0.239645 2832 2.31271
12.9935 0.239768 1776 2.31389
13.0248 0.242961 2496 2.34471
13.0599 0.233769 1856 2.256
13.0924 0.233363 2472 2.25208
13.1278 0.238997 2928 2.30645
13.1613 0.228984 1752 2.20982
13.1941 0.246873 2166 2.38246
13.2228 0.233411 2448 2.25254
13.2609 0.236122 3048 2.27871
13.2985 0.243567 2352 2.35056
13.3341 0.231576 2340 2.23484
13.3669 0.238802 2856 2.30457
13.3981 0.242875 1872 2.34388
13.4328 0.229776 2856 2.21746
13.4672 0.223083 2208 2.15288
13.5027 0.229293 2622 2.2128
13.5372 0.215856 2712 2.08313
13.5706 0.236363 2520 2.28103
13.6106 0.229808 3080 2.21778
13.6462 0.216785 2832 2.09209
13.6782 0.239299 2232 2.30937
13.7154 0.22267 3000 2.14889
13.7476 0.226842 1872 2.18915
13.782 0.226675 2916 2.18754
13.8177 0.223174 2910 2.15375
13.8563 0.218723 3144 2.1108
13.8883 0.221272 2376 2.13539
13.9269 0.212867 3096 2.05428
13.9621 0.225859 2880 2.17966
14.0013 0.219813 2904 2.12131
14.0349 0.207462 2520 2.00212
14.0695 0.210149 3360 2.02805
14.1111 0.222693 2712 2.14911
14.1423 0.214657 2798 2.07155
14.181 0.218521 3048 2.10884
14.2158 0.215241 2724 2.07719
14.2491 0.213146 3264 2.05697
14.2875 0.204915 3048 1.97754
14.3254 0.216635 3024 2.09065
14.3617 0.21519 3120 2.0767
14.4019 0.213369 3456 2.05912
14.4372 0.205524 2334 1.98342
14.472 0.219854 3264 2.12171
14.5088 0.213482 3456 2.06021
14.5462 0.211209 3312 2.03828
14.5799 0.206373 2616 1.99161
14.6203 0.211111 3792 2.03734
14.6599 0.208201 3180 2.00926
14.6973 0.211852 3248 2.04449
14.7343 0.210216 3312 2.0287
14.7747 0.203766 3606 1.96646
14.8116 0.194601 3456 1.87801
14.8465 0.19419 2688 1.87404
14.8883 0.199578 4152 1.92603
14.9273 0.199815 3600 1.92833
14.9656 0.192598 3432 1.85868
15.0056 0.200002 3624 1.93012
15.0456 0.203451 3384 1.96341
15.0848 0.189309 3582 1.82693
15.1203 0.190948 3276 1.84275
15.1572 0.192375 3696 1.85652
15.1966 0.195799 3888 1.88956
15.2357 0.189951 3608 1.83313
15.2769 0.197114 3768 1.90226
15.3164 0.184931 3720 1.78469
15.3575 0.187919 3984 1.81352
15.3971 0.181955 3438 1.75597
15.4322 0.197049 3696 1.90163
15.4717 0.182184 4104 1.75818
15.5131 0.192839 3792 1.861
15.552 0.189046 3828 1.8244
15.5926 0.179976 4008 1.73687
15.6329 0.185181 4032 1.78709
15.6696 0.183334 3768 1.76927
15.714 0.182834 4206 1.76445
15.7514 0.183324 3456 1.76918
15.7915 0.171094 4568 1.65115
15.8322 0.183069 4272 1.76671
15.8721 0.181687 3960 1.75337
15.9156 0.17714 4584 1.7095
15.9588 0.178214 4416 1.71987
15.9995 0.173749 3252 1.67678
16.0387 0.175075 5166 1.68957
16.0805 0.168358 4272 1.62474
16.1203 0.178813 3984 1.72565
16.1623 0.171359 4608 1.65371
16.206 0.175185 4584 1.69064
16.2476 0.169261 4752 1.63346
16.2926 0.16829 4152 1.62409
16.3308 0.168689 4454 1.62794
16.3706 0.168507 4272 1.62619
16.4105 0.173985 4416 1.67905
16.4572 0.165699 5484 1.59908
16.4971 0.174055 3984 1.67972
16.5399 0.163917 5232 1.58189
16.5854 0.163564 4752 1.57848
16.626 0.163583 4200 1.57866
16.6696 0.161879 5070 1.56222
16.7114 0.157271 4848 1.51775
16.7541 0.165444 5376 1.59663
16.7993 0.162282 4824 1.56611
